Price,odometer,make,model,year,color
75266,167000,MERCEDES-BENZ,ML 550 4.7,2012,Black
54157,78006,HONDA,Civic,2015,Orange
49889,71867,HYUNDAI,Tucson,2016,Black
9408,113000,TOYOTA,Prius,2007,Sky blue
23834,102500,TOYOTA,Corolla IM,2016,White
22894,101000,TOYOTA,Camry,2013,Black
10976,89000,MERCEDES-BENZ,CLK 240,2004,Silver
5604,44521,DAEWOO,Lacetti,2009,Silver
17876,160000,FORD,Fiesta,2013,Black
18189,136000,HYUNDAI,Elantra,2012,Black
70,350000,FORD,Transit,2007,White
10976,121000,HONDA,FIT,2014,Silver
27911,56000,MINI,Cooper,2013,Silver
6429,171339,OPEL,Combo,2003,White
470,123862,HYUNDAI,Sonata,2012,White
40769,99200,TOYOTA,RAV 4,2016,Black
7840,260000,BMW,520,2003,Silver
25089,112000,DODGE,Challenger,2012,Grey
10976,0,MERCEDES-BENZ,E 200,1993,Black
7213,444000,MERCEDES-BENZ,C 220,1995,Black
22894,157000,BMW,328,2010,Black
7840,136000,MERCEDES-BENZ,C 180,2000,Blue
784,129931,LEXUS,GX 460,2015,Black
12231,348486,HYUNDAI,Sonata,2015,Silver
11917,201000,LEXUS,RX 300,2002,Silver
51746,34454,TOYOTA,RAV 4,2017,Carnelian red
17035,200867,HYUNDAI,Sonata,2011,Black
3100,11111,AUDI,A4,2002,Blue
188,140414,TOYOTA,Prius,2014,White
27654,87534,HYUNDAI,Elantra,2015,Grey
17719,91000,KIA,Optima,2013,White
94,224118,MERCEDES-BENZ,ML 350,2012,White
14081,124850,HYUNDAI,H1,2010,White
706,162032,AUDI,A4,2014,Black
282,265315,TOYOTA,Prius,2010,White
2666,234618,HYUNDAI,Sonata,2015,Red
23994,125774,CHEVROLET,Orlando,2016,White
13172,190000,BMW,320,2003,White
14740,161000,TOYOTA,Prius,2011,Blue
59586,32000,TOYOTA,RAV 4,2017,White
18817,80000,TOYOTA,Prius,2016,Grey
11563,130814,HYUNDAI,Elantra,2010,Silver
45376,109446,HYUNDAI,Santa FE,2016,White
15681,140000,TOYOTA,RAV 4,2002,Silver
33707,143544,HYUNDAI,Tucson,2017,White
12544,0,FORD,Transit,1999,White
11604,418369,HYUNDAI,Sonata,2014,Silver
6800,157000,BMW,525,2000,Blue
17876,84800,HYUNDAI,Elantra,2013,Silver
188,187334,TOYOTA,Prius,2014,White
18189,220000,MERCEDES-BENZ,E 350,2006,Silver
28225,119000,LEXUS,RX 400 HYBRID,2008,Blue
2509,112000,TOYOTA,Corolla verso,2007,Black
44247,51831,HYUNDAI,H1,2016,Grey
71503,3000,TOYOTA,Camry,2019,Grey
7213,200000,MITSUBISHI,Pajero IO,1998,Silver
4077,150909,LEXUS,GX 460,2012,Black
6586,318406,MERCEDES-BENZ,E 200,1999,Blue
15681,190000,BMW,528 i,2008,Black
3763,174827,TOYOTA,Tacoma,2017,Silver
157,139363,BMW,X5,2011,Black
13172,547288,HYUNDAI,Sonata,2016,Orange
6586,123640,AUDI,A4,2014,Blue
47042,75186,AUDI,Q5,2017,Black
5865,39031,DAEWOO,Lacetti,2009,Blue
20883,102000,SSANGYONG,Actyon,2011,Black
10976,20000,HONDA,Odyssey,2008,Grey
23521,175000,MITSUBISHI,L 200,2010,White
25402,67861,SSANGYONG,REXTON,2014,Carnelian red
9095,14590,HONDA,FIT,2011,Grey
2666,89962,HYUNDAI,Elantra,2013,Blue
87497,25000,TOYOTA,Camry,2019,White
5018,190549,TOYOTA,Camry,2013,Black
12231,270000,HYUNDAI,Tucson,2008,Black
11604,150000,HONDA,Insight EX,2011,Grey
20005,36239,HYUNDAI,Elantra,2012,Grey
5018,190549,TOYOTA,Camry,2013,Black
13799,134400,FORD,Fiesta 1.6,2014,Grey
13068,127500,SSANGYONG,Actyon,2010,Silver
14113,2012,FORD,Focus,2012,Black
314,157859,HYUNDAI,Elantra,2013,Black
1019,245653,HYUNDAI,Santa FE,2015,Black
16465,0,FORD,C-MAX,2016,White
7300,160000,NISSAN,Teana,2004,Silver
6899,50549,DAEWOO,Lacetti,2009,Silver
3293,134863,CHEVROLET,Matiz,2007,Golden
17249,72000,HYUNDAI,Sonata,2011,Silver
10192,46527,DAEWOO,Lacetti,2010,Black
39201,166560,TOYOTA,Highlander,2014,Black
36235,87000,HONDA,Civic,2013,Blue
22843,125926,SSANGYONG,Korando,2012,Black
21699,65006,CHEVROLET,Malibu,2012,Silver
25299,134312,HYUNDAI,Tucson,2011,Black
2300,11111,MAZDA,Mazda 3,2006,Grey
392,232032,TOYOTA,Camry,2013,Silver
2500,280000,OPEL,Corsa,1996,Blue
40142,74000,BMW,328,2014,White
19124,94500,HONDA,FIT,2013,Red
11604,240000,RENAULT,Scenic,2007,Black
7213,100000,BMW,525,1998,Silver
11917,61232,CHEVROLET,Captiva,2010,White
17249,284000,BMW,320,2005,Grey
23521,200925,FORD,C-MAX,2013,Black
784,109336,LEXUS,NX 200,2015,Grey
11604,31970,CHEVROLET,Spark,2016,White
18503,117000,HYUNDAI,Elantra,2013,Grey
14113,111111,TOYOTA,Aqua,2012,Green
5959,177000,NISSAN,March,2004,Yellow
92502,13897,JEEP,Wrangler,2017,Grey
1019,37786,MERCEDES-BENZ,GLA 250,2015,White
32035,152847,SSANGYONG,REXTON,2013,Silver
14376,78305,HYUNDAI,Santa FE,2011,White
220,221126,HYUNDAI,Tucson,2012,Black
25089,64000,LEXUS,HS 250h Hybrid,2010,Red
6899,155000,HONDA,FIT,2003,Blue
5488,29496,HYUNDAI,Elantra,2019,Black
18817,1000,TOYOTA,Prius,2012,Grey
3450,224349,HYUNDAI,Sonata,2011,Grey
25,157000,HONDA,FIT,2005,Silver
7997,137000,VOLKSWAGEN,Jetta,2003,Black
38888,50000,TOYOTA,RAV 4,2017,Grey
1882,243477,DODGE,Journey,2010,Blue
35438,146000,LEXUS,GX 470,2008,White
1019,0,HYUNDAI,Tucson,2015,Black
23207,67840,HYUNDAI,Sonata SPORT,2015,Black
17092,71886,HYUNDAI,Elantra SE,2016,Silver
7150,129000,HONDA,FIT,2012,White
188,101816,LEXUS,RX 450,2011,Black
8154,18800,MITSUBISHI,Airtrek,2002,Black
34497,24000,NISSAN,Rogue Sport,2017,White
9408,97524,NISSAN,March,2010,Purple
24148,10200,TOYOTA,Auris,2016,White
59272,131000,MERCEDES-BENZ,ML 350,2012,Grey
11604,497000,MERCEDES-BENZ,E 270,2000,Silver
20385,62000,FORD,C-MAX,2014,Carnelian red
14426,195200,HYUNDAI,Elantra,2011,White
6144,68075,CHEVROLET,Captiva,2007,Silver
45473,185600,TOYOTA,FJ Cruiser,2008,Black
15994,170429,MERCEDES-BENZ,E 350,2011,Silver
11133,88000,KIA,Optima,2014,White
18189,198000,TOYOTA,RAV 4,2006,Black
1333,107664,FORD,Focus,2018,Black
1960,87952,LEXUS,ES 350,2013,Silver
26030,52062,CHEVROLET,Volt,2017,Blue
48000,160000,BMW,M3,2010,Red
81539,76800,LEXUS,GX 460,2013,Black
8781,117000,TOYOTA,Ist,2002,Red
627,318285,MERCEDES-BENZ,E 350,2012,Black
5802,0,CHEVROLET,Volt,2013,Grey
8624,62649,CHEVROLET,Cruze,2012,White
21953,77600,HYUNDAI,Elantra,2016,White
15681,90000,FORD,Focus,2015,Grey
8154,502500,HYUNDAI,Sonata,2014,Orange
53000,500,TOYOTA,Camry SE,2019,Black
21181,168126,HYUNDAI,Tucson,2010,Silver
15681,275240,LEXUS,GX 460,2010,Silver
862,217656,CHEVROLET,Impala,2010,Black
27284,65000,CHEVROLET,Volt,2014,Silver
39458,70259,SSANGYONG,Actyon,2016,White
18189,131200,KIA,SOUL,2013,Black
31581,96893,HYUNDAI,H1,2014,Silver
117290,222222,MERCEDES-BENZ,S 350 W2222,2014,Black
7840,111111,MERCEDES-BENZ,E 320,1997,Black
20385,134720,TOYOTA,Prius,2013,Blue
12287,39079,HYUNDAI,Elantra,2007,Silver
20266,217000,SSANGYONG,REXTON,2010,Black
2822,39254,TOYOTA,Corolla,2019,White
16283,55225,HYUNDAI,Sonata,2016,Black
71503,111000,LEXUS,GX 460,2013,Brown
8467,490516,HYUNDAI,Sonata,2014,Orange
27654,84154,HYUNDAI,Tucson,2010,Black
2509,279182,HYUNDAI,Elantra,2013,Red
13172,70000,FIAT,500C Lounge,2013,Blue
16123,123187,HYUNDAI,Genesis,2010,Black
3,323200,NISSAN,X-Terra,2004,Black
9408,214000,MITSUBISHI,Montero,2000,Black
11917,78807,HYUNDAI,I30,2012,Silver
9565,191373,AUDI,A7,2014,Grey
9408,212000,MITSUBISHI,Pajero,1998,Silver
17876,163000,FORD,C-MAX,2014,Black
1411,266061,MERCEDES-BENZ,E 350,2009,Black
13485,123000,CHEVROLET,Cruze ltz,2013,Black
3763,94362,MERCEDES-BENZ,ML 350,2014,White
19864,52313,HYUNDAI,Elantra,2015,White
15053,250000,BMW,X5 x5,2005,Black
15000,300000,VOLKSWAGEN,Jetta,2009,White
7527,180000,TOYOTA,Ipsum,2002,Black
7683,21000,NISSAN,Tiida,2005,White
19444,218000,MINI,Countryman,2011,Red
15681,132800,TOYOTA,Corolla 04,2013,White
13642,75631,HYUNDAI,H1,2009,Silver
706,132165,TOYOTA,Camry,2012,Grey
17249,84291,HYUNDAI,Elantra,2015,Black
25,145000,MERCEDES-BENZ,A 190,2002,Black
11604,68000,FORD,Focus,2012,White
10663,85241,HYUNDAI,H1,2009,White
13172,130000,MERCEDES-BENZ,SLK 230,1998,White
20278,156666,CHEVROLET,Malibu,2013,Black
15367,150000,NISSAN,Rogue SL,2010,Black
25083,133200,HYUNDAI,Elantra,2016,White
5500,200000,NISSAN,March,2004,Yellow
2430,175614,MERCEDES-BENZ,E 350,2008,Black
38574,145000,MERCEDES-BENZ,Vito,2011,Black
15524,52303,HYUNDAI,Tucson,2013,Silver
34607,27000,HYUNDAI,H1,2014,Silver
18817,60000,HYUNDAI,Elantra,2011,White
14113,169000,TOYOTA,Prius,2010,Silver
10506,87000,TOYOTA,Aqua,2014,White
470,136712,NISSAN,Juke,2012,White
18189,142152,BMW,328,2012,Black
13172,0,AUDI,A6,2017,Black
314,110098,SUBARU,Forester,2014,White
16308,1717,AUDI,Q3,2016,Black
44558,120337,HYUNDAI,Santa FE,2016,Black
21326,80000,HYUNDAI,Accent,2016,White
30596,71672,HYUNDAI,Elantra,2016,White
7213,81757,NISSAN,Frontier,2017,Red
28241,50015,HYUNDAI,Elantra,2013,Blue
1019,138038,LEXUS,RX 450,2013,White
14426,91456,HYUNDAI,Grandeur,2014,Black
6899,14000,SUBARU,Stella,2012,Silver
8311,106312,HONDA,Cr-v,2010,Silver
627,318285,MERCEDES-BENZ,E 350,2012,Black
13485,240000,BMW,X5,2001,Black
38445,94558,HYUNDAI,Tucson,2016,White
9722,97000,NISSAN,Tiida,2005,Silver
157,195602,MINI,Cooper,2010,Brown
9722,107000,TOYOTA,Aqua,2012,Sky blue
43905,67000,TOYOTA,RAV 4,2016,White
27356,90000,HYUNDAI,Elantra,2014,Black
15173,108901,CHEVROLET,Cruze,2011,Grey
25089,203200,TOYOTA,Camry,2014,Black
14426,110531,NISSAN,Juke,2013,Red
15681,192000,FORD,Focus,2012,White
11917,136950,BMW,320,2003,Red
25669,105000,TOYOTA,Aqua,2013,Black
314,149486,MERCEDES-BENZ,E 350,2014,Silver
862,133195,CHEVROLET,Volt,2014,Black
9565,94339,HONDA,Hr-v,2017,White
314,124493,FORD,Fusion,2014,White
14740,78000,CHEVROLET,Cruze,2013,Sky blue
7997,0,TOYOTA,Prius 2014,2014,Black
16308,180000,DODGE,Dart Limited,2013,Black
37580,95200,HYUNDAI,Santa FE,2015,Grey
31361,165000,MERCEDES-BENZ,S 350,2007,Black
6429,396350,TOYOTA,Prius,2010,Black
42369,60304,HYUNDAI,Sonata,2015,Black
15681,195432,HYUNDAI,Sonata,2016,Silver
16308,94400,VOLKSWAGEN,Jetta,2013,Black
3293,154862,MAZDA,CX-9,2016,Red
30000,18794,NISSAN,X-Trail,2018,Black
5331,197457,VOLKSWAGEN,Golf,2000,White
3293,132502,CHRYSLER,200,2015,Black
31913,80758,HYUNDAI,Santa FE,2013,Silver
2587,16666,HONDA,Accord,2019,Black
19757,268800,TOYOTA,Prius,2011,Black
15681,154000,VOLKSWAGEN,Passat,2012,Silver
12858,255406,LEXUS,GX 460,2012,Black
4861,264877,TOYOTA,Highlander,2010,White
5900,0,NISSAN,March,2002,Golden
57030,5000,TOYOTA,Aqua,2018,Green
14009,120570,TOYOTA,Aqua,2012,Blue
14113,164800,CHEVROLET,Cruze,2014,Black
35269,140000,HYUNDAI,Tucson,2016,White
50297,74438,JAGUAR,XF,2013,White
19369,205425,HYUNDAI,H1,2012,Yellow
2195,22816,TOYOTA,CHR,2018,Grey
12544,88886,CHEVROLET,Cruze,2014,Black
4800,0,MERCEDES-BENZ,C 180,1994,Black
14740,80000,CHEVROLET,Cruze,2013,Silver
48575,64652,HYUNDAI,Sonata,2017,Black
9418,676825,HYUNDAI,Sonata,2015,White
15367,73326,HYUNDAI,Tucson,2011,Silver
7056,255000,TOYOTA,Prius,2011,White
17249,243200,TOYOTA,Prius,2008,White
9300,259200,AUDI,A4,2004,Grey
68994,35200,LEXUS,IS 200,2017,White
21953,240000,MERCEDES-BENZ,ML 350,2006,Grey
52696,48042,HYUNDAI,Sonata,2016,White
2901,239907,TOYOTA,Corolla,2011,Grey
3763,320554,FORD,Fusion,2013,White
12544,162000,BMW,325,2005,White
18817,70000,BMW,330,2011,White
47042,80000,MERCEDES-BENZ,E 350,2011,Black
15367,147000,TOYOTA,Prius,2010,Black
20665,135000,FORD,Fusion TITANIUM,2013,Silver
16935,15333,CHEVROLET,Cruze,2018,White
4180,159634,DAEWOO,Lacetti,2009,Silver
14426,123000,FORD,Transit,1999,White
4704,458495,LAND ROVER,Freelander,2004,Green
10349,265000,TOYOTA,Prius,2010,Golden
19757,113600,HYUNDAI,Elantra,2016,Grey
12858,176000,TOYOTA,Prius,2007,Black
11290,60000,NISSAN,Tiida,2012,Silver
44711,146492,HYUNDAI,Santa FE,2016,Black
50178,94000,MERCEDES-BENZ,E 250,2014,Black
30734,264339,LEXUS,GX 470,2009,Black
862,280354,LEXUS,GX 470,2008,White
10349,157000,TOYOTA,Ist,2003,Black
2666,100747,FORD,Fusion,2015,Green
13172,33118,CHEVROLET,Spark,2017,White
13328,186005,LEXUS,RX 450,2010,Silver
5331,80288,HONDA,Cr-v,2015,Brown
19610,104022,HYUNDAI,Genesis,2010,White
35234,40056,JEEP,Compass,2011,Grey
15053,0,HYUNDAI,Sonata,2015,Silver
32929,135000,MITSUBISHI,L 200,2007,White
21326,98000,LEXUS,CT 200h,2012,Carnelian red
80,83000,HYUNDAI,Sonata,2013,Silver
14740,41000,FORD,Fusion,2016,Grey
41387,110189,HYUNDAI,H1,2016,Silver
251,39552,TOYOTA,Camry,2019,Black
7840,235000,FORD,Transit Connect,2004,White
19444,250005,SUBARU,XV,2015,Black
470,229904,MERCEDES-BENZ,E 350,2010,Black
14113,118500,SUBARU,Forester,2011,Grey
10036,207694,BMW,X5,2011,Black
15210,285000,FORD,Transit,2010,White
16621,284800,TOYOTA,Prius,2011,Black
10663,212465,TOYOTA,Prius,2008,Brown
13172,130000,TOYOTA,Aqua g soft leather sele,2013,Red
7840,213000,HONDA,Cr-v,2000,Silver
9408,180000,OPEL,Meriva,2006,Green
54882,188800,TOYOTA,RAV 4,2016,Black
12544,150000,NISSAN,Elgrand,1999,Beige
862,152282,NISSAN,Rogue,2016,Silver
8467,105000,NISSAN,Tiida,2007,Silver
58507,29709,HYUNDAI,Tucson,2018,Black
53317,28000,TOYOTA,Aqua,2015,Black
1646,240987,MERCEDES-BENZ,E 350,2012,Black
3293,153235,TOYOTA,Prius,2013,Red
42987,52878,HYUNDAI,Sonata,2015,Black
706,115312,TOYOTA,Camry,2014,Grey
17876,14136,TOYOTA,Prius V,2012,Grey
24462,73450,CHEVROLET,Malibu,2016,White
251,39552,TOYOTA,Camry,2019,Black
9722,185000,HONDA,FIT,2006,White
20266,160156,HYUNDAI,Elantra,2012,White
7840,167000,KIA,Sorento,2003,Grey
10036,520461,HYUNDAI,Sonata,2016,Orange
8781,158000,MITSUBISHI,Pajero IO,2000,White
470,184576,MAZDA,CX-7,2011,Black
8467,230000,FORD,Transit Connect,2003,White
10192,38282,BMW,114,2018,White
13000,0,KIA,Optima,2013,Black
7213,131400,TOYOTA,Camry,2013,Blue
33243,110000,HYUNDAI,Tucson,2016,Grey
8781,100000,SUBARU,Forester,2002,Silver
31831,175000,LEXUS,RX 400,2008,Black
40340,146978,SSANGYONG,REXTON,2016,Silver
56509,17741,HONDA,Civic,2018,Black
282,218126,LEXUS,GX 470,2008,Black
17923,124590,CHEVROLET,Malibu,2012,Black
8938,144000,FORD,C-MAX,2012,Grey
29793,179554,BMW,535,2010,Grey
3450,9626,TOYOTA,Camry,2019,Black
6586,112000,TOYOTA,Passo,2008,Yellow
10349,100000,MERCEDES-BENZ,Sprinter,2000,White
10663,142000,BMW,320,2001,Blue
15210,139000,TOYOTA,Aqua,2014,White
46101,77000,LEXUS,ES 300,2014,Grey
14113,190000,FORD,Transit,2000,White
9722,105000,FORD,Focus,2014,Grey
14426,65000,KIA,Sportage,2012,White
9252,595426,HYUNDAI,Sonata,2015,Orange
10036,280000,BMW,320 DIESEL,2002,Black
10976,121000,TOYOTA,Vitz,2005,Silver
17249,118000,HONDA,Cr-v,2005,Silver
34811,0,LEXUS,RX 450,2016,Grey
470,35874,MERCEDES-BENZ,E 300,2017,Black
8467,95000,BMW,318 სასწრაფოდ,2002,Black
7840,331000,ISUZU,Rodeo,2000,Carnelian red
25810,196764,HYUNDAI,Santa FE,2012,Black
60,131000,MITSUBISHI,Pajero IO,2001,White
5175,196010,TOYOTA,Corolla,2014,Silver
3136,159379,TOYOTA,Camry,2012,White
15053,173102,HONDA,Insight,2009,White
12074,2741,KIA,Sportage,2020,Silver
24462,100000,AUDI,A5,2009,Black
4500,252026,VOLKSWAGEN,Jetta,1999,Black
40471,142000,HYUNDAI,Santa FE,2016,White
9418,42875,HYUNDAI,Sonata,2015,White
36065,208000,BMW,X6,2011,Black
31361,192382,BMW,X5,2011,Silver
470,136712,NISSAN,Juke,2012,White
9252,377240,HYUNDAI,Sonata,2015,Orange
3136,72208,NISSAN,Versa,2014,Black
10036,430076,HYUNDAI,Sonata,2014,Silver
14269,198000,HONDA,FIT Sport,2009,Blue
5018,81818,AUDI,A4,2014,Blue
19601,91468,TOYOTA,Camry SE,2014,White
4704,74603,FORD,Fusion,2017,Black
17876,120000,HONDA,Cr-v,2011,Grey
16766,78296,CHEVROLET,Cruze,2014,Black
30,0,HONDA,FIT,2006,Silver
30734,65000,TOYOTA,Camry,2013,Black
7056,52020,DAEWOO,Lacetti,2009,White
5018,109139,MERCEDES-BENZ,E 350,2009,Black
54458,105645,HYUNDAI,Santa FE,2016,White
23521,212000,TOYOTA,Prius V,2013,White
39829,4130,TOYOTA,Camry,2020,White
12513,100842,KIA,Carnival,2011,White
9408,330000,HONDA,Step Wagon Pada,2004,White
11290,54875,TOYOTA,Tundra,2016,Grey
17249,170000,CHEVROLET,Cruze,2014,White
15053,186000,TOYOTA,Aqua,2013,Silver
2700,777777777,OPEL,Vectra,1997,Beige
5959,122302,LEXUS,CT 200h,2011,Black
5488,109798,TOYOTA,Camry,2014,White
11274,198425,HYUNDAI,Elantra,2010,Silver
21000,67000,VOLKSWAGEN,Jetta,2015,Black
28532,94401,HYUNDAI,Elantra,2016,White
18189,48000,DODGE,Dart GT 2.4,2015,White
10976,241885,TOYOTA,Prius,2008,White
4704,260000,OPEL,Vectra B,1996,Green
94,224118,MERCEDES-BENZ,ML 350,2012,White
12607,157160,TOYOTA,Aqua,2012,Blue
9095,187000,HONDA,Cr-v,2002,Silver
3058,232853,DODGE,Challenger,2013,Black
6899,0,HONDA,Stream,2004,Silver
36065,142256,FORD,Transit,2014,White
392,187862,CHEVROLET,Cruze,2015,Black
10036,325829,HYUNDAI,Sonata,2014,Silver
549,60666,TOYOTA,Camry,2017,Grey
10986,129080,HYUNDAI,Elantra,2007,Silver
6272,300000,OPEL,Astra,1998,Carnelian red
941,203440,VOLKSWAGEN,Jetta,2012,Black
39829,155821,LEXUS,GX 460,2010,Black
392,232032,TOYOTA,Camry,2013,Silver
3920,179995,CHEVROLET,Equinox,2014,Blue
9879,0,TOYOTA,Prius,2018,Black
3450,83099,ACURA,TLX,2015,Black
15681,99000,TOYOTA,Ist,2011,White
29087,152000,HYUNDAI,H1,2014,Black
3607,168966,FORD,Escape,2011,White
10349,0,BMW,X5,2014,Black
22357,127654,SSANGYONG,Actyon,2011,Silver
31988,155976,LEXUS,GX 460,2016,White
188,153115,MERCEDES-BENZ,E 350,2014,Black
15470,46000,NISSAN,March,2013,Black
97219,44808,LEXUS,GX 460,2015,Silver
19974,144757,HYUNDAI,Elantra,2012,Grey
15681,111104,HYUNDAI,Elantra,2012,Silver
3000,111111,MERCEDES-BENZ,E 230,1997,Grey
14113,156800,CHEVROLET,Cruze,2012,Red
18776,51895,HYUNDAI,Elantra,2015,Silver
4861,124493,FORD,Fusion,2014,White
6272,202651,LEXUS,GX 470,2013,Black
131716,59826,TOYOTA,Land Cruiser Prado,2018,Black
19121,132742,HYUNDAI,Elantra,2011,Silver
43576,33261,SSANGYONG,Actyon,2016,White
33243,38000,AUDI,A3 PREMIUM,2015,Grey
12544,296104,TOYOTA,Prius,2016,Black
300,200000,MERCEDES-BENZ,GL 320,2008,Black
7213,0,FORD,Tourneo Connect,2005,White
13799,144000,HONDA,Insight,2011,Blue
19874,179828,SSANGYONG,Korando,2012,White
21953,57000,TOYOTA,Prius,2015,Black
188,3854,TOYOTA,Camry,2017,Black
18503,176000,TOYOTA,Prius,2012,Silver
6586,156564,MITSUBISHI,Outlander,2003,Blue
627,277405,TOYOTA,Highlander,2008,Grey
1333,142741,HYUNDAI,Sonata,2011,Silver
12544,609333,HYUNDAI,Sonata,2015,Orange
45473,1300,HYUNDAI,kona,2018,White
13000,43000,LEXUS,IS 250,2012,Black
9722,38712,TOYOTA,CHR,2018,White
17249,126000,CHEVROLET,Cruze LTZ,2011,White
627,231222,CHEVROLET,Malibu,2011,White
14113,0,TOYOTA,Prius,2011,Red
13015,78024,HYUNDAI,Elantra,2013,Grey
627,272189,HONDA,Civic,2012,Silver
470,0,BMW,335,2010,White
18503,89000,HYUNDAI,Sonata,2011,Silver
10036,793967,HYUNDAI,Sonata,2014,Silver
3607,156518,TOYOTA,Camry,2012,White
18531,89323,HYUNDAI,Elantra,2011,Silver
45473,12000,MERCEDES-BENZ,Sprinter,2008,White
18503,31006,HYUNDAI,Elantra,2016,White
45473,17300,TOYOTA,Camry,2019,Black
26657,127355,HYUNDAI,Sonata,2013,Black
4547,115974,HYUNDAI,Elantra,2017,White
11290,363661,HYUNDAI,Sonata,2016,Silver
10349,185600,VOLKSWAGEN,Passat,2012,Carnelian red
14113,206000,TOYOTA,Prius C,2012,White
14740,226000,MERCEDES-BENZ,CLK 320 AMG,2004,Black
14113,176000,HYUNDAI,Elantra,2014,Golden
9722,165000,NISSAN,Tiida,2005,Black
12541,32986,CHEVROLET,Cruze,2016,Silver
14500,0,KIA,Optima,2011,Grey
29166,23302,BMW,328,2014,White
11604,300000,BMW,730 3.0,2002,Silver
2901,142661,KIA,Optima,2013,Silver
70,95000,KIA,Optima,2012,White
10506,0,TOYOTA,ISIS,2007,Black
36379,38400,TOYOTA,Camry,2016,Black
14113,65865,MERCEDES-BENZ,C 180,2000,Grey
37633,85000,BMW,X6,2009,Black
26196,45780,HYUNDAI,H1,2010,Black
392,30606,JEEP,Grand Cherokee,2018,Grey
18503,77000,HONDA,Insight,2014,White
5802,130089,CHEVROLET,Matiz,2010,Black
5370,175000,MITSUBISHI,Colt,2003,Black
36065,32000,BMW,328,2016,Black
65858,65000,MERCEDES-BENZ,S 550,2014,Black
549,79094,MAZDA,1300,2014,Black
5488,109798,TOYOTA,Camry,2014,White
1019,367053,DODGE,RAM,2014,White
11133,40122,HYUNDAI,Elantra,2018,Grey
14821,152937,SSANGYONG,Actyon,2010,Red
7066,67293,CHEVROLET,Cruze,2009,White
66482,16639,HONDA,Civic,2017,Red
10976,91393,HYUNDAI,Santa FE,2010,Silver
8154,21000,OPEL,Astra,1999,Black
10036,374141,HYUNDAI,Sonata,2014,Silver
15681,72000,HYUNDAI,Veloster,2011,Orange
25264,65731,JEEP,Compass,2012,Red
90,100800,HYUNDAI,Sonata,2013,Black
6586,0,TOYOTA,Tacoma,2014,Silver
8154,200000,MERCEDES-BENZ,E 230,1998,Green
19444,197000,TOYOTA,Prius,2010,Blue
15053,161000,TOYOTA,Aqua,2012,Blue
11000,182000,TOYOTA,Prius,2008,Brown
251,153888,NISSAN,Juke,2013,White
16621,118498,NISSAN,X-Terra,2005,Black
549,269013,TOYOTA,Highlander,2008,Black
24932,84669,HYUNDAI,H1,2010,Silver
48697,155797,HYUNDAI,Santa FE,2015,White
19726,280000,MERCEDES-BENZ,Sprinter 411,2002,White
470,347667,TOYOTA,Sienna,2011,Black
28225,59000,TOYOTA,RAV 4,2013,Black
3000,30000,OPEL,Sintra,1998,Red
50,180000,TOYOTA,Prius,2008,Grey
17562,88000,TOYOTA,Prius C,2015,White
470,0,HYUNDAI,Sonata,2013,Black
42764,110969,HYUNDAI,H1,2016,Black
627,16042,CHEVROLET,Cruze,2019,Black
7840,315000,MERCEDES-BENZ,E 500,2002,Blue
16778,33333,CHEVROLET,Orlando,2015,Grey
10192,492642,TOYOTA,Prius,2013,Silver
24709,151591,HYUNDAI,Tucson,2010,White
784,321269,HONDA,Insight,2012,Red
784,102397,TOYOTA,Camry,2014,Black
5645,1000,BMW,X5 M,2005,Black
39829,155821,LEXUS,GX 460,2010,Black
392,267264,LEXUS,ES 350,2015,Grey
9565,217786,CHEVROLET,Camaro,2010,Blue
17405,148000,TOYOTA,Aqua,2012,Black
21953,100000,MERCEDES-BENZ,Sprinter,2006,White
54255,688000,MERCEDES-BENZ,S 550 ჰიბრიდი,2010,Black
16621,211288,MERCEDES-BENZ,CLS 350,2004,Black
45473,290000,FORD,Transit 350T,2007,White
31047,124000,MERCEDES-BENZ,ML 350,2010,Grey
49864,330000,MERCEDES-BENZ,Vito,2015,Black
20385,180800,FORD,Fusion,2014,White
6429,73362,BMW,435,2015,Black
6586,0,OPEL,Vectra,1999,Silver
15677,74800,FORD,Fiesta,2016,Silver
13956,143619,LEXUS,RX 450,2015,Black
15693,163866,JEEP,Compass,2009,Red
470,20877,TOYOTA,Camry,2017,Black
21012,137000,FORD,Fusion,2013,Grey
251,140885,HYUNDAI,Sonata,2014,Silver
23521,800,SUBARU,XV,2013,White
54048,9027,TOYOTA,Aqua,2017,Blue
470,158344,FORD,Fusion,2017,Silver
194438,94000,MERCEDES-BENZ,G 350,2013,Black
13485,7777787,BMW,525,2003,Silver
7840,123000,MITSUBISHI,Pajero,1992,Silver
2500,450000,MERCEDES-BENZ,E 220,1993,Silver
2430,264339,LEXUS,GX 470,2009,Black
15053,142000,TOYOTA,Prius,2008,Beige
2500,223123,MITSUBISHI,Outlander 2.0,2004,White
19444,100000,NISSAN,Juke,2012,Red
8500,81000,VOLKSWAGEN,Polo,2011,Black
314,158870,TOYOTA,Tacoma,2013,White
314,326325,TOYOTA,Prius,2011,Silver
314,367720,FORD,Fusion,2015,White
627,61998,JEEP,Cherokee,2019,Grey
4547,230000,OPEL,Astra G,2001,Blue
38822,3474,HONDA,FIT,2017,Blue
31,198891,HONDA,Insight,2011,Grey
9408,60480,HYUNDAI,Accent,2012,White
75160,66901,FORD,Explorer,2017,Blue
